CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
2777,U793064742,27,2602206,2021-11-05
2778,G930346104,30,1115760,2021-09-09
2779,G820110350,12,996912,2021-09-15
2780,S466601896,20,907460,2021-11-27
2781,Q933955346,2,119772,2021-08-30
2782,E908328547,5,6090,2021-06-14
2783,L290012773,20,994880,2021-04-18
2784,D104907146,10,166610,2021-10-23
2785,U801239842,20,1037280,2021-05-13
2786,O663336224,28,1185884,2021-04-09
2787,V230132362,4,207284,2021-07-10
2788,H870694072,4,87804,2021-02-14
2789,R308840841,1,79422,2021-08-29
2790,C278445126,28,2566928,2021-04-26
2791,V287532763,13,961142,2021-08-28
2792,Y937472721,28,719096,2021-08-28
2793,C502625116,16,635648,2021-10-10
2794,I019914614,14,86632,2021-10-25
2795,G306245598,14,1300236,2021-08-11
2796,E599401013,4,323200,2021-08-02
2797,F895991476,20,1275020,2021-11-06
2798,Y636652899,20,974040,2021-05-21
2799,D066878020,3,200073,2021-09-25
2800,R232083239,28,2129652,2021-12-11
2801,M848371534,22,1236202,2021-12-11
2802,S255811793,15,186435,2021-01-14
2803,S493682362,2,68202,2021-07-10
2804,A844092346,4,40504,2021-02-19
2805,U288325031,12,934188,2021-04-09
2806,B053739247,27,1075869,2021-08-15
2807,B018346499,24,2385864,2021-04-14
2808,B329912694,10,527350,2021-11-19
2809,K060441678,11,757053,2021-04-15
2810,H645206822,10,649920,2021-05-25
2811,O963740725,18,1632996,2021-07-20
2812,J699515866,16,1346656,2021-01-30
2813,G940289043,22,1545764,2021-02-24
2814,K355649848,19,1872963,2021-02-10
2815,K525466793,9,894942,2021-12-30
2816,R535609618,24,398352,2021-12-06
2817,R943562673,11,385517,2021-04-08
2818,P494002797,17,1376779,2021-09-01
2819,Y716982804,20,641500,2021-06-18
2820,W900686286,11,528748,2021-05-27
2821,L527089852,18,1367694,2021-12-14
2822,C637282030,5,235415,2021-02-20
2823,G265673900,2,31798,2021-08-07
2824,E650661266,13,228449,2021-12-03
2825,D243680166,15,1276350,2021-11-16
2826,G820110350,19,1578444,2021-07-13
2827,Q794367626,21,1141476,2021-12-04
2828,R997976567,27,1601802,2021-02-10
2829,A452880887,20,262340,2021-02-28
2830,V067743277,5,495330,2021-11-02
2831,H092799721,22,1792428,2021-09-30
2832,W349969931,19,498636,2021-04-14
2833,X536101175,21,166152,2021-05-26
2834,F335789993,12,565380,2021-08-04
2835,C498228694,2,49776,2021-12-03
2836,H014938554,18,1384200,2021-11-21
2837,G061880603,20,869980,2021-07-14
2838,J791418503,26,1413438,2021-06-17
2839,Z545966983,23,1465491,2021-08-28
2840,G768792448,23,318320,2021-08-24
2841,P797498994,15,991830,2021-05-12
2842,L213503697,3,121035,2021-06-20
2843,U112516740,17,1203617,2021-04-03
2844,C375200856,5,163430,2021-08-02
2845,Y579409230,28,2471140,2021-04-18
2846,V680613595,25,1648425,2021-12-25
2847,X131004086,14,828464,2021-09-24
2848,J560658148,13,489567,2021-05-08
2849,P236689160,4,194088,2021-12-11
2850,K038228761,12,762984,2021-07-10
2851,L840061218,26,2500394,2021-05-09
2852,F341769064,16,1543600,2021-06-01
2853,C122385066,12,1116900,2021-03-09
2854,S802255447,24,600456,2021-01-15
2855,V053300636,7,384874,2021-03-02
2856,P599487816,24,637968,2021-07-17
2857,F490375577,5,443680,2021-05-05
2858,V798707875,19,343938,2021-09-23
2859,V287532763,10,739340,2021-07-08
